id_loja,nome_fantasia,endereco,id_cidade,id_categoria_loja,id_rede
453,Garcia,"Lago de Câmara, 813",110,1,4
454,Siqueira Cirino - ME,"Passarela de Camargo, 6",145,2,7
455,Ribeiro S.A.,"Rua de Barbosa, 67",50,1,3
456,Sá - ME,Residencial da Mota,69,1,10
457,Peixoto,"Chácara de Costa, 57",182,1,15
458,Pacheco da Rosa S/A,"Colônia de Abreu, 33",105,1,11
459,Aragão,"Morro Manuella Mendes, 65",124,1,11
460,Camargo Viana Ltda.,"Sítio Marques, 9",51,1,12
461,Viana S.A.,"Quadra Brayan Andrade, 9",233,1,1
462,Jesus e Filhos,"Pátio Oliveira, 61",3,2,6
463,Fonseca Cavalcante e Filhos,Aeroporto Maria Luiza da Rosa,64,3,13
464,da Luz Brito S/A,"Distrito Monteiro, 98",126,2,11
465,Duarte - ME,"Travessa Nascimento, 9",182,1,15
466,Fonseca,"Passarela Nicolas Cardoso, 98",55,2,12
467,Brito Albuquerque S/A,Vila Otto Sales,249,2,1
468,Borges Sá S.A.,"Alameda Laís Gonçalves, 581",179,1,1
469,Barros e Filhos,"Fazenda da Cruz, 480",86,1,10
470,Peixoto Ltda.,Favela Pinto,231,3,3
471,da Rosa Fernandes S/A,"Trecho Luiz Otávio Albuquerque, 76",238,1,1
472,Borges S.A.,"Rodovia de Rocha, 62",35,2,4
473,Costela Costa S.A.,"Campo André Vieira, 80",247,2,6
474,Azevedo,"Vereda de Azevedo, 60",159,2,12
475,Borges,"Morro de Pacheco, 87",5,2,5
476,da Luz Sales Ltda.,Quadra de Viana,168,1,10
477,Lopes Gomes e Filhos,"Lagoa de Souza, 281",92,3,10
478,Sá,"Feira Costa, 478",75,1,9
479,Oliveira,"Avenida de Gonçalves, 75",147,1,8
480,Borges,"Viela de Vieira, 79",65,3,9
481,Abreu,"Trevo Arthur Gabriel Camargo, 76",217,1,7
482,Marques,"Setor Paulo Barros, 86",237,1,1
483,da Rocha Ltda.,Estação Luísa Jesus,175,1,15
484,Campos Cunha e Filhos,"Parque Cirino, 64",150,1,13
485,Fonseca Cavalcante S.A.,"Passarela de das Neves, 95",255,3,5
486,Castro Gonçalves - EI,Estação Caldeira,18,1,11
487,Marques Nunes e Filhos,"Morro de Rocha, 9",30,2,4
488,Carvalho,"Viaduto Lara Barbosa, 895",136,1,15
489,da Rocha,"Viaduto Fernanda Moreira, 8",84,1,3
490,Fonseca,"Avenida Rodrigues, 9",246,1,9
491,Machado,"Distrito de Siqueira, 670",257,1,4
492,Carvalho,Distrito Marcos Vinicius Pastor,129,1,12
493,Gonçalves S.A.,"Via de da Mota, 94",59,1,9
494,Leão - EI,"Chácara de Rocha, 67",147,1,7
495,Duarte,"Residencial de Aragão, 452",13,1,15
496,Castro Ltda.,"Esplanada de Rodrigues, 50",155,1,10
497,Vasconcelos,"Estação de da Mata, 47",42,3,2
498,Macedo,"Viela da Luz, 66",14,2,7
499,Vieira,"Condomínio Nicolas Pinto, 78",215,3,15
500,Vasconcelos Dias S/A,"Setor Maria Isis Ribeiro, 561",120,2,8
